Cell 1,Cell 2,Cell 3,Cell 4
4.84423828125,4.839250087738037,4.828585624694824,4.830272197723389
4.843117713928223,4.838505744934082,4.827350616455078,4.829953193664551
4.843329906463623,4.837991714477539,4.827986240386963,4.830722808837891
4.8434014320373535,4.837800979614258,4.8278608322143555,4.830287933349609
4.843613147735596,4.8384222984313965,4.8286848068237305,4.829909324645996
4.843636512756348,4.839431285858154,4.829604625701904,4.8297119140625
4.843459129333496,4.839614391326904,4.8286614418029785,4.829611301422119
4.843408584594727,4.83847713470459,4.828166961669922,4.82975959777832
4.843292713165283,4.838717937469482,4.827954292297363,4.829277992248535
4.844336986541748,4.839340686798096,4.828915596008301,4.829827785491943
4.845007419586182,4.838988780975342,4.829708099365234,4.830979824066162
4.843801498413086,4.838268756866455,4.829071998596191,4.830997943878174
4.8440046310424805,4.838878154754639,4.829163074493408,4.831183433532715
4.844453811645508,4.839369773864746,4.829563617706299,4.830877780914307
4.843019485473633,4.8387227058410645,4.828542232513428,4.830136299133301
4.843218803405762,4.838521957397461,4.828444480895996,4.830539703369141
4.8448896408081055,4.8391499519348145,4.829427242279053,4.831456661224365
4.845251560211182,4.839766502380371,4.830744743347168,4.8310065269470215
4.844432353973389,4.839591026306152,4.830113410949707,4.830450057983398
4.844511032104492,4.839950084686279,4.829564094543457,4.830717086791992
4.843895435333252,4.8403754234313965,4.828961372375488,4.829824924468994
4.843027591705322,4.8397111892700195,4.8282318115234375,4.829005718231201
4.842288970947266,4.838849067687988,4.828214645385742,4.829231262207031
4.842242240905762,4.837706565856934,4.827685356140137,4.829507350921631
4.8414201736450195,4.836967945098877,4.826250076293945,4.828060150146484
4.842983245849609,4.838551998138428,4.827221870422363,4.8288445472717285
4.843175411224365,4.838997840881348,4.827441692352295,4.829352855682373
4.841275215148926,4.837980270385742,4.826059341430664,4.827946186065674
4.842248439788818,4.838529586791992,4.827350616455078,4.829259395599365
4.841531753540039,4.837828159332275,4.827030181884766,4.829019546508789
4.842358589172363,4.8381733894348145,4.827045917510986,4.8292646408081055
4.844305992126465,4.83987283706665,4.828032493591309,4.830595970153809
4.844759464263916,4.840144157409668,4.829104900360107,4.830806255340576
4.843579292297363,4.8390398025512695,4.8289384841918945,4.830244064331055
4.843547821044922,4.838865280151367,4.828689098358154,4.830528736114502
4.843217849731445,4.83903694152832,4.8282012939453125,4.830095291137695
4.841423511505127,4.838934898376465,4.826364040374756,4.827779769897461
4.8422040939331055,4.838545322418213,4.82647705078125,4.828331470489502
4.842805862426758,4.838286399841309,4.827056884765625,4.828939437866211
4.841346740722656,4.837713718414307,4.82661771774292,4.82770299911499
4.841248512268066,4.837955474853516,4.827022552490234,4.8271589279174805
4.842254638671875,4.839078903198242,4.827698707580566,4.827846050262451
4.843252182006836,4.83922815322876,4.828699588775635,4.829532623291016
4.843181610107422,4.839203357696533,4.828772068023682,4.829701900482178
